NivelConsistencia,DataHora,TipoMedicaoChuvas,Maxima,Total,DiaMaxima,NumDiasDeChuva,MaximaStatus,TotalStatus,NumDiasDeChuvaStatus,TotalAnual,TotalAnualStatus,Chuva01,Chuva02,Chuva03,Chuva04,Chuva05,Chuva06,Chuva07,Chuva08,Chuva09,Chuva10,Chuva11,Chuva12,Chuva13,Chuva14,Chuva15,Chuva16,Chuva17,Chuva18,Chuva19,Chuva20,Chuva21,Chuva22,Chuva23,Chuva24,Chuva25,Chuva26,Chuva27,Chuva28,Chuva29,Chuva30,Chuva31,Chuva01Status,Chuva02Status,Chuva03Status,Chuva04Status,Chuva05Status,Chuva06Status,Chuva07Status,Chuva08Status,Chuva09Status,Chuva10Status,Chuva11Status,Chuva12Status,Chuva13Status,Chuva14Status,Chuva15Status,Chuva16Status,Chuva17Status,Chuva18Status,Chuva19Status,Chuva20Status,Chuva21Status,Chuva22Status,Chuva23Status,Chuva24Status,Chuva25Status,Chuva26Status,Chuva27Status,Chuva28Status,Chuva29Status,Chuva30Status,Chuva31Status
1,1981-06-01,1,0,0,1,0,1,1,1,1043.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
1,1981-05-01,1,13.7,13.7,31,1,1,1,0,1043.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1981-04-01,1,45.9,94.4,17,4,1,1,0,1043.6,1,22.4,14.6,0,0,0,0,11.5,0,0,0,0,0,0,0,0,0,45.9,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
1,1981-03-01,1,118.7,489.7,20,14,1,1,0,1043.6,1,0,0,0,0,0,0,0,0,0,0,0,46.7,24.4,18.2,14.5,0,0,0,10.3,118.7,10.9,0,38.7,114.5,13.2,0,20.8,12.7,32.4,0,13.7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1981-02-01,1,28.7,41.8,21,2,1,1,0,1043.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.7,0,0,13.1,0,0,0,0,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0
1,1981-01-01,1,96.7,195.6,29,6,1,1,0,1043.6,1,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.4,0,7.3,0,0,19.5,0,96.7,0,14.7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1980-12-01,1,26.9,50.6,15,2,1,1,0,1295.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.9,0,0,0,0,0,0,0,0,0,0,0,0,23.7,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1980-11-01,1,59.2,212.3,15,8,1,1,0,1295.7,1,0,0,0,0,0,2,38.4,0,0,12.3,0,18.7,0,57.6,59.2,0,11.5,0,0,0,0,0,0,12.6,0,0,0,0,0,0,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
1,1980-10-01,1,21.3,45,27,3,1,1,0,1295.7,1,0,0,14.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.3,0,9.2,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1980-09-01,1,26.9,40,22,2,1,1,0,1295.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.9,0,0,0,13.1,0,0,0,0,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
1,1980-08-01,1,0,0,1,0,1,1,1,1295.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1980-07-01,1,0,0,1,0,1,1,1,1295.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1980-06-01,1,0,0,1,0,1,1,1,1295.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
1,1980-05-01,1,17.4,28.1,14,2,1,1,0,1295.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17.4,0,10.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1980-04-01,1,53.7,70.9,8,3,1,1,0,1295.7,1,0,0,0,0,0,0,0,53.7,4.8,0,0,0,0,0,0,0,12.4,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
1,1980-03-01,1,58.7,231.2,5,6,1,1,0,1295.7,1,25.6,21,0,0,58.7,27.4,54.9,0,43.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1980-02-01,1,80.2,461.9,15,13,1,1,0,1295.7,1,30.9,0,14.7,0,0,0,0,12.5,0,0,0,0,27.9,0,80.2,75,18.4,75.5,0,8.1,0,10.4,0,37.9,0,50,0,20.4,0,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
1,1980-01-01,1,54.5,155.7,13,6,1,1,0,1295.7,1,6.2,0,27.1,0,0,0,0,0,0,26.7,0,0,54.5,0,0,0,17.5,0,23.7,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1979-12-01,1,86,127.5,18,3,1,1,0,1437.1,1,12.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,28.7,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1979-11-01,1,55.7,66,18,2,1,1,0,1437.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.3,0,0,55.7,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
1,1979-10-01,1,38.7,57.4,18,2,1,1,0,1437.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.7,0,0,0,0,0,0,0,0,0,0,0,0,18.7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1979-09-01,1,61.9,95.9,5,3,1,1,0,1437.1,1,0,0,0,0,61.9,0,19.3,0,0,0,0,14.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
1,1979-08-01,1,12.4,31.7,20,3,1,1,0,1437.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.4,0,9.3,0,10,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1979-07-01,1,13.4,24.6,24,2,1,1,0,1437.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.2,0,0,13.4,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1979-06-01,1,5.1,5.1,5,1,1,1,0,1437.1,1,0,0,0,0,5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
1,1979-05-01,1,19.8,52.2,16,3,1,1,0,1437.1,1,18.7,0,0,0,0,13.7,0,0,0,0,0,0,0,0,0,19.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1979-04-01,1,81.7,169,24,6,1,1,0,1437.1,1,0,0,5.6,19.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.4,0,0,81.7,34.8,0,0,0,0,14.2,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
1,1979-03-01,1,47.5,145.7,23,7,1,1,0,1437.1,1,0,12.5,0,0,24.7,0,0,0,12.3,0,0,0,0,0,0,0,0,0,0,0,0,0,47.5,0,13.7,0,0,10.2,0,0,24.8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1979-02-01,1,79.1,321.2,24,7,1,1,0,1437.1,1,0,21.3,0,0,0,0,0,59.4,0,0,19.6,0,0,0,32.4,0,0,0,0,0,63.7,0,0,79.1,0,45.7,0,0,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0
1,1979-01-01,1,71.6,340.8,19,10,1,1,0,1437.1,1,0,0,0,0,0,0,11,0,0,0,48.9,0,0,0,0,19.4,65.7,0,71.6,37.4,0,16,39.2,0,14.2,0,0,0,17.4,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1978-12-01,1,39.8,91.8,19,4,1,1,0,,0,0,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.8,0,0,24.7,0,0,19.5,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1978-11-01,1,68.7,172.7,15,4,1,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.4,68.7,0,0,0,0,0,0,0,0,31.9,0,0,0,0,18.7,0,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
1,1978-10-01,1,15.4,25.4,19,2,1,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.4,0,10,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1978-09-01,1,13.7,24.1,29,3,1,1,0,,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,13.7,0,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
1,1978-08-01,1,11.4,11.4,20,1,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1978-07-01,1,21.8,60.5,17,4,1,1,0,,0,0,0,0,0,0,11.4,0,0,0,0,0,0,0,0,0,0,21.8,0,0,0,0,0,0,17.3,0,10,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1978-06-01,1,12.4,12.4,12,1,1,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,12.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
1,1978-05-01,1,90.4,240.7,6,8,1,1,0,,0,35.7,13.4,14.8,0,34.7,90.4,0,15.7,0,0,0,0,0,12.1,0,0,0,0,0,23.9,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1978-04-01,1,125.9,329.6,23,11,1,1,0,,0,0,34.7,0,0,35.7,12.3,0,18.5,0,0,15.7,0,0,0,17.4,0,0,0,0,0,0,0,125.9,0,0,30.1,23.4,0,5.6,10.3,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
1,1978-03-01,1,31.9,156,4,8,1,1,0,,0,12.8,0,19.3,31.9,0,0,0,0,25.1,0,14.5,0,0,0,18.4,0,0,0,0,12.3,0,0,21.7,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1978-02-01,1,69.8,214.3,11,7,1,1,0,,0,0,0,0,0,5.6,0,0,0,52.1,7.5,69.8,24.7,0,0,0,0,0,21.7,0,0,0,0,0,0,32.9,0,0,0,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0
1,1978-01-01,1,35.7,124.7,10,5,1,1,0,,0,0,0,0,26.4,0,0,0,0,0,35.7,0,32.4,0,10.2,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1977-12-01,1,53.9,169.6,13,5,1,1,0,1764.6,1,0,0,0,0,0,0,0,0,0,0,0,22.7,53.9,0,0,0,19.4,0,24.9,0,0,0,0,0,0,0,0,0,0,48.7,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1977-11-01,1,31.7,73.3,28,3,1,1,0,1764.6,1,15.2,0,0,0,0,0,26.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.7,0,0,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
1,1977-10-01,1,19.5,42.8,10,3,1,1,0,1764.6,1,0,0,7.2,0,0,0,0,0,0,19.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1977-09-01,1,22.7,42.1,22,2,1,1,0,1764.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.7,0,0,0,0,0,19.4,0,0,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
1,1977-08-01,1,5.2,5.2,12,1,1,1,0,1764.6,1,0,0,0,0,0,0,0,0,0,0,0,5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1977-07-01,1,0,0,1,0,1,1,1,1764.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1977-06-01,1,24.7,66.7,2,3,1,1,0,1764.6,1,0,24.7,0,0,0,17.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.1,0,0,0,0,0,0,0,0,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
1,1977-05-01,1,75.6,190.3,2,4,1,1,0,1764.6,1,0,75.6,74.2,0,0,24.1,16.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1977-04-01,1,77.4,393,2,9,1,1,0,1764.6,1,0,77.4,0,46.7,0,35.2,12.4,35.7,29.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.9,56.4,45.9,0,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
1,1977-03-01,1,40.1,172.2,28,11,1,1,0,1764.6,1,0,0,0,0,17.4,0,12.3,0,0,16.5,0,0,0,0,0,0,0,0,0,0,7.5,13.4,0.4,11.7,0,18.3,11.7,40.1,22.9,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1977-02-01,1,59.2,240.5,21,10,1,1,0,1764.6,1,0,0,0,0,0,0,24.7,13.9,0,0,0,0,24.5,0,0,19.7,13.1,0,0,36.7,59.2,12.5,0,25.6,0,0,10.6,0,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0
1,1977-01-01,1,150.9,368.9,26,10,1,1,0,1764.6,1,0,0,31.2,0,42.9,0,8.5,0,0,0,0,0,0,0,0,0,7.3,0,0,0,28.2,0,19.3,0,14.2,150.9,0,22.5,0,0,43.9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1976-12-01,1,41.8,61.3,4,2,1,1,0,,0,0,0,0,41.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.5,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1976-11-01,1,34.8,112.8,29,6,1,1,0,,0,0,0,0,0,0,0,11.5,0,0,32.8,0,11.2,0,3.1,0,19.4,0,0,0,0,0,0,0,0,0,0,0,0,34.8,0,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
1,1976-10-01,1,18,64.6,16,4,1,1,0,,0,0,0,12,0,17.3,0,0,0,0,0,0,0,0,17.3,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1976-09-01,1,12.6,12.6,25,1,1,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.6,0,0,0,0,0,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
1,1976-08-01,1,0,0,1,0,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1976-07-01,1,9.2,9.2,16,1,1,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1976-06-01,1,14.7,24.9,28,2,1,1,0,,0,0,0,0,0,0,0,10.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.7,0,0,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
1,1976-05-01,1,24.2,26.6,23,2,1,1,0,,0,0,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1976-04-01,1,39.8,107.6,2,4,1,1,0,,0,16.7,39.8,12.4,38.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
1,1976-03-01,1,21.4,57.3,25,4,1,1,0,,0,0,0,0,0,5.4,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,21.4,0,0,0,0,0,19.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1976-02-01,1,56.7,307,4,11,1,1,0,,0,47.9,42.4,19.1,56.7,0,0,0,0,0,0,19.2,0,0,0,0,8.4,0,0,12.8,0,17,43.4,0,20.7,0,0,0,0,19.4,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
1,1976-01-01,1,31.7,189.6,18,12,1,1,0,,0,16.2,7.8,0,0,10.2,0,0,0,0,0,19.5,8.1,0,0,0,0,0,31.7,0,24.1,11,4.5,0,29.6,0,0,17.4,9.5,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1975-12-01,1,58.4,237.9,4,9,1,1,0,1600.4,1,0,14.7,26.8,58.4,0,0,17.8,0,0,0,0,0,0,0,0,22.7,0,0,0,12.3,0,0,0,0,0,36.7,19.1,0,29.4,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1975-11-01,1,14.7,17.8,28,2,1,1,0,1600.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.7,3.1,0,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
1,1975-10-01,1,48.7,116.8,21,5,1,1,0,1600.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,17.5,48.7,0,0,0,0,0,24.9,0,15.7,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1975-09-01,1,12.3,23.7,25,2,1,1,0,1600.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.3,0,11.4,0,0,0,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
1,1975-08-01,1,0,0,1,0,1,1,1,1600.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1975-07-01,1,41.7,60,18,3,1,1,0,1600.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.7,6.2,0,12.1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1975-06-01,1,23.5,43,21,3,1,1,0,1600.4,1,0,0,0,0,0,0,0,0,0,0,0,10.3,0,0,0,0,0,0,0,0,23.5,0,9.2,0,0,0,0,0,0,0,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
1,1975-05-01,1,34.7,139,2,7,1,1,0,1600.4,1,0,34.7,0,0.5,0,0,14.5,0,0,7.2,0,0,0,34.7,0,0,0,22.4,25,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1975-04-01,1,25,189.7,15,11,1,1,0,1600.4,1,0,0,0,0,23.2,0,0,14.3,0,15.7,0,24.8,0,0,25,0,8,0,0,13,17.8,0,0,13.7,10.1,0,24.1,0,0,0,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
1,1975-03-01,1,60.9,262.3,25,9,1,1,0,1600.4,1,10.2,38.7,0,0,9,35.2,17.3,29,44.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.5,60.9,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1975-02-01,1,39.4,342.3,24,15,1,1,0,1600.4,1,26.3,37.5,16.4,0,19.8,0,0,0,37.1,0,19,12.7,0,7,0,34.9,0,0,37.4,0,17.5,14.2,0,39.4,0,15.1,0,8,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0
1,1975-01-01,1,78,167.9,23,7,1,1,0,1600.4,1,11.2,0,0,0,0,0,0,0,0,0,15.7,0,0,0,0,0,0,12.3,0,7.4,0,0,78,0,0,34.1,0,9.2,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1974-12-01,1,25.7,98,21,6,1,1,0,2096.8,1,2,0,0,0,24.3,0,0,0,0,0,0,0,0,0,0,0,14.2,0,0,0,25.7,0,9.1,0,0,22.7,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1974-11-01,1,22.1,34.1,13,2,1,1,0,2096.8,1,0,0,0,0,0,0,0,0,0,0,0,0,22.1,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
1,1974-10-01,1,70.3,182.3,22,6,1,1,0,2096.8,1,0,0,0,0,0,0,43.5,0,0,12.4,0,27.9,16.2,0,0,0,12,0,0,0,0,70.3,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
